,movieId,title,genres
1204,1231,"Right Stuff, The (1983)",Drama
1205,1232,Stalker (1979),Drama|Mystery|Sci-Fi
1206,1233,"Boot, Das (Boat, The) (1981)",Action|Drama|War
1207,1234,"Sting, The (1973)",Comedy|Crime
1208,1235,Harold and Maude (1971),Comedy|Drama|Romance
1209,1236,Trust (1990),Comedy|Drama|Romance
1210,1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama
1211,1238,Local Hero (1983),Comedy
1212,1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller
1213,1241,Dead Alive (Braindead) (1992),Comedy|Fantasy|Horror
1214,1242,Glory (1989),Drama|War
1215,1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama
1216,1244,Manhattan (1979),Comedy|Drama|Romance
1217,1245,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller
1218,1246,Dead Poets Society (1989),Drama
1219,1247,"Graduate, The (1967)",Comedy|Drama|Romance
1220,1248,Touch of Evil (1958),Crime|Film-Noir|Thriller
1221,1249,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller
1222,1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War
1223,1251,8 1/2 (8½) (1963),Drama|Fantasy
1224,1252,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
1225,1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller
1226,1254,"Treasure of the Sierra Madre, The (1948)",Action|Adventure|Drama|Western
1227,1255,Bad Taste (1987),Comedy|Horror|Sci-Fi
1228,1256,Duck Soup (1933),Comedy|Musical|War
1229,1257,Better Off Dead... (1985),Comedy|Romance
1230,1258,"Shining, The (1980)",Horror
1231,1259,Stand by Me (1986),Adventure|Drama
1232,1260,M (1931),Crime|Film-Noir|Thriller
1233,1261,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror
1234,1262,"Great Escape, The (1963)",Action|Adventure|Drama|War
1235,1263,"Deer Hunter, The (1978)",Drama|War
1236,1264,Diva (1981),Action|Drama|Mystery|Romance|Thriller
1237,1265,Groundhog Day (1993),Comedy|Fantasy|Romance
1238,1266,Unforgiven (1992),Drama|Western
1239,1267,"Manchurian Candidate, The (1962)",Crime|Thriller|War
1240,1268,Pump Up the Volume (1990),Comedy|Drama
1241,1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller
1242,1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi
1243,1271,Fried Green Tomatoes (1991),Comedy|Crime|Drama
1244,1272,Patton (1970),Drama|War
1245,1273,Down by Law (1986),Comedy|Drama|Film-Noir
1246,1274,Akira (1988),Action|Adventure|Animation|Sci-Fi
1247,1275,Highlander (1986),Action|Adventure|Fantasy
1248,1276,Cool Hand Luke (1967),Drama
1249,1277,Cyrano de Bergerac (1990),Comedy|Drama|Romance
1250,1278,Young Frankenstein (1974),Comedy|Fantasy
1251,1279,Night on Earth (1991),Comedy|Drama
1252,1280,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama
1253,1281,"Great Dictator, The (1940)",Comedy|Drama|War
1254,1282,Fantasia (1940),Animation|Children|Fantasy|Musical
1255,1283,High Noon (1952),Drama|Western
1256,1284,"Big Sleep, The (1946)",Crime|Film-Noir|Mystery
1257,1285,Heathers (1989),Comedy
1258,1286,Somewhere in Time (1980),Drama|Romance
1259,1287,Ben-Hur (1959),Action|Adventure|Drama
1260,1288,This Is Spinal Tap (1984),Comedy
1261,1289,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),Documentary
1262,1290,Some Kind of Wonderful (1987),Drama|Romance
1263,1291,Indiana Jones and the Last Crusade (1989),Action|Adventure
1264,1292,Being There (1979),Comedy|Drama
1265,1293,Gandhi (1982),Drama
1266,1295,"Unbearable Lightness of Being, The (1988)",Drama
1267,1296,"Room with a View, A (1986)",Drama|Romance
1268,1297,Real Genius (1985),Comedy
1269,1298,Pink Floyd: The Wall (1982),Drama|Musical
1270,1299,"Killing Fields, The (1984)",Drama|War
1271,1300,My Life as a Dog (Mitt liv som hund) (1985),Comedy|Drama
1272,1301,Forbidden Planet (1956),Drama|Sci-Fi
1273,1302,Field of Dreams (1989),Children|Drama|Fantasy
1274,1303,"Man Who Would Be King, The (1975)",Adventure|Drama
1275,1304,Butch Cassidy and the Sundance Kid (1969),Action|Western
1276,1305,"Paris, Texas (1984)",Drama|Romance
1277,1306,Until the End of the World (Bis ans Ende der Welt) (1991),Adventure|Drama|Sci-Fi
1278,1307,When Harry Met Sally... (1989),Comedy|Romance
1279,1308,I Shot a Man in Vegas (1995),Comedy
1280,1309,Parallel Sons (1995),Drama|Romance
1281,1310,Hype! (1996),Documentary
1282,1311,Santa with Muscles (1996),Comedy
1283,1312,Female Perversions (1996),Drama
1284,1313,Mad Dog Time (1996),Crime
1285,1314,Breathing Room (1996),Romance
1286,1315,Paris Was a Woman (1995),Documentary
1287,1316,Anna (1996),Drama
1288,1317,I'm Not Rappaport (1996),Comedy
1289,1318,Blue Juice (1995),Comedy|Drama
1290,1319,Kids of Survival (1996),Documentary
1291,1320,Alien³ (a.k.a. Alien 3) (1992),Action|Horror|Sci-Fi|Thriller
1292,1321,"American Werewolf in London, An (1981)",Comedy|Horror|Thriller
1293,1322,Amityville 1992: It's About Time (1992),Horror
1294,1323,Amityville 3-D (1983),Horror
1295,1324,Amityville: Dollhouse (1996),Horror
1296,1325,Amityville: A New Generation (1993),Horror
1297,1326,Amityville II: The Possession (1982),Horror
1298,1327,"Amityville Horror, The (1979)",Drama|Horror|Mystery|Thriller
1299,1328,"Amityville Curse, The (1990)",Horror
1300,1329,Blood for Dracula (Andy Warhol's Dracula) (1974),Horror
1301,1330,April Fool's Day (1986),Horror
1302,1331,Audrey Rose (1977),Horror
1303,1332,"Believers, The (1987)",Horror|Thriller
1304,1333,"Birds, The (1963)",Horror|Thriller
1305,1334,"Blob, The (1958)",Horror|Sci-Fi
1306,1335,Blood Beach (1981),Horror|Mystery
1307,1336,Body Parts (1991),Horror|Thriller
1308,1337,"Body Snatcher, The (1945)",Drama|Horror|Thriller
1309,1339,Dracula (Bram Stoker's Dracula) (1992),Fantasy|Horror|Romance|Thriller
1310,1340,"Bride of Frankenstein, The (Bride of Frankenstein) (1935)",Drama|Horror|Sci-Fi
1311,1341,Burnt Offerings (1976),Horror
1312,1342,Candyman (1992),Horror|Thriller
1313,1343,Cape Fear (1991),Thriller
1314,1344,Cape Fear (1962),Crime|Drama|Thriller
1315,1345,Carrie (1976),Drama|Fantasy|Horror|Thriller
1316,1346,Cat People (1982),Drama|Fantasy|Horror
1317,1347,"Nightmare on Elm Street, A (1984)",Horror|Thriller
1318,1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror
1319,1349,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),Horror
1320,1350,"Omen, The (1976)",Horror|Mystery|Thriller
1321,1351,Blood and Wine (Blood & Wine) (1996),Crime|Drama|Thriller
1322,1352,Albino Alligator (1996),Crime|Thriller
1323,1353,"Mirror Has Two Faces, The (1996)",Comedy|Drama|Romance
1324,1354,Breaking the Waves (1996),Drama|Mystery
1325,1355,Nightwatch (1997),Horror|Thriller
1326,1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller
1327,1357,Shine (1996),Drama|Romance
1328,1358,Sling Blade (1996),Drama
1329,1359,Jingle All the Way (1996),Children|Comedy
1330,1360,Identification of a Woman (Identificazione di una donna) (1982),Drama
1331,1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary
1332,1363,"Preacher's Wife, The (1996)",Drama
1333,1364,Zero Kelvin (Kjærlighetens kjøtere) (1995),Drama
1334,1365,Ridicule (1996),Drama
1335,1366,"Crucible, The (1996)",Drama
1336,1367,101 Dalmatians (1996),Adventure|Children|Comedy
1337,1368,"Forbidden Christ, The (Cristo proibito, Il) (1950)",Drama
1338,1369,I Can't Sleep (J'ai pas sommeil) (1994),Drama|Thriller
1339,1370,Die Hard 2 (1990),Action|Adventure|Thriller
1340,1371,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi
1341,1372,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi
1342,1373,Star Trek V: The Final Frontier (1989),Action|Sci-Fi
1343,1374,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller
1344,1375,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi
1345,1376,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi
1346,1377,Batman Returns (1992),Action|Crime
1347,1378,Young Guns (1988),Action|Comedy|Western
1348,1379,Young Guns II (1990),Action|Western
1349,1380,Grease (1978),Comedy|Musical|Romance
1350,1381,Grease 2 (1982),Comedy|Musical|Romance
1351,1382,Marked for Death (1990),Action|Drama
1352,1383,Adrenalin: Fear the Rush (1996),Action|Sci-Fi
1353,1384,"Substance of Fire, The (1996)",Drama
1354,1385,Under Siege (1992),Action|Drama|Thriller
1355,1386,Terror in a Texas Town (1958),Western
1356,1387,Jaws (1975),Action|Horror
1357,1388,Jaws 2 (1978),Horror|Thriller
1358,1389,Jaws 3-D (1983),Action|Horror
1359,1390,My Fellow Americans (1996),Comedy
1360,1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi
1361,1392,Citizen Ruth (1996),Comedy|Drama
1362,1393,Jerry Maguire (1996),Drama|Romance
1363,1394,Raising Arizona (1987),Comedy
1364,1395,Tin Men (1987),Comedy|Drama
1365,1396,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi
1366,1397,Bastard Out of Carolina (1996),Drama
1367,1398,In Love and War (1996),Romance|War
1368,1399,Marvin's Room (1996),Drama
1369,1400,Somebody is Waiting (1996),Drama
1370,1401,Ghosts of Mississippi (1996),Drama
1371,1404,Night Falls on Manhattan (1996),Crime|Drama
1372,1405,Beavis and Butt-Head Do America (1996),Adventure|Animation|Comedy|Crime
1373,1406,La Cérémonie (1995),Crime|Drama|Mystery|Thriller
1374,1407,Scream (1996),Comedy|Horror|Mystery|Thriller
1375,1408,"Last of the Mohicans, The (1992)",Action|Romance|War|Western
1376,1409,Michael (1996),Comedy|Drama|Fantasy|Romance
1377,1410,"Evening Star, The (1996)",Comedy|Drama
1378,1411,Hamlet (1996),Crime|Drama|Romance
1379,1412,Some Mother's Son (1996),Drama
1380,1413,"Whole Wide World, The (1996)",Drama
1381,1414,Mother (1996),Comedy
1382,1415,"Thieves (Voleurs, Les) (1996)",Crime|Drama|Romance
1383,1416,Evita (1996),Drama|Musical
1384,1417,"Portrait of a Lady, The (1996)",Drama
1385,1419,Walkabout (1971),Adventure|Drama
1386,1420,Message to Love: The Isle of Wight Festival (1996),Documentary
1387,1421,Grateful Dead (1995),Documentary
1388,1422,Murder at 1600 (1997),Crime|Drama|Mystery|Thriller
1389,1423,Hearts and Minds (1996),Drama
1390,1424,Inside (1996),Action
1391,1425,Fierce Creatures (1997),Comedy
1392,1426,Zeus and Roxanne (1997),Children
1393,1427,Turbulence (1997),Action|Thriller
1394,1428,Angel Baby (1995),Drama
1395,1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),Action|Adventure|Comedy|Thriller
1396,1430,Underworld (1996),Comedy|Thriller
1397,1431,Beverly Hills Ninja (1997),Action|Comedy
1398,1432,Metro (1997),Action|Comedy|Crime|Drama|Thriller
1399,1433,The Machine (1994),Horror|Sci-Fi|Thriller
1400,1434,"Stranger, The (1994)",Action
1401,1436,Falling in Love Again (1980),Comedy
1402,1437,"Cement Garden, The (1993)",Drama
1403,1438,Dante's Peak (1997),Action|Thriller
1404,1439,Meet Wally Sparks (1997),Comedy
1405,1440,Amos & Andrew (1993),Comedy
1406,1441,Benny & Joon (1993),Comedy|Romance
1407,1442,Prefontaine (1997),Drama
1408,1443,"Tickle in the Heart, A (1996)",Documentary
1409,1444,Guantanamera (1994),Comedy
1410,1445,McHale's Navy (1997),Comedy|War
1411,1446,Kolya (Kolja) (1996),Comedy|Drama
1412,1447,Gridlock'd (1997),Crime
1413,1448,Fire on the Mountain (1996),Documentary
1414,1449,Waiting for Guffman (1996),Comedy
1415,1450,Prisoner of the Mountains (Kavkazsky plennik) (1996),War
1416,1453,"Beautician and the Beast, The (1997)",Comedy|Romance
1417,1454,SubUrbia (1997),Comedy|Drama
1418,1455,Hotel de Love (1996),Comedy|Romance
1419,1456,"Pest, The (1997)",Comedy
1420,1457,Fools Rush In (1997),Comedy|Drama|Romance
1421,1458,Touch (1997),Drama|Fantasy|Romance
1422,1459,Absolute Power (1997),Mystery|Thriller
1423,1460,That Darn Cat (1997),Children|Comedy|Mystery
1424,1461,Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),Comedy
1425,1462,Unforgotten: Twenty-Five Years After Willowbrook (1996),Documentary
1426,1463,That Old Feeling (1997),Comedy|Romance
1427,1464,Lost Highway (1997),Crime|Drama|Fantasy|Film-Noir|Mystery|Romance
1428,1465,Rosewood (1997),Action|Drama
1429,1466,Donnie Brasco (1997),Crime|Drama
1430,1467,Salut cousin! (1996),Comedy|Drama
1431,1468,Booty Call (1997),Comedy|Romance
1432,1470,Rhyme & Reason (1997),Documentary
1433,1471,Boys Life 2 (1997),Drama
1434,1472,City of Industry (1997),Crime|Thriller
1435,1473,Best Men (1997),Action|Comedy|Crime|Drama
1436,1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children|Comedy
1437,1475,Kama Sutra: A Tale of Love (1996),Romance
1438,1476,Private Parts (1997),Comedy|Drama
1439,1477,Love Jones (1997),Romance
1440,1479,"Saint, The (1997)",Action|Romance|Sci-Fi|Thriller
1441,1480,Smilla's Sense of Snow (1997),Drama|Thriller
1442,1482,"Van, The (1996)",Comedy|Drama
1443,1483,Crash (1996),Drama|Thriller
1444,1484,"Daytrippers, The (1996)",Comedy|Drama|Mystery|Romance
1445,1485,Liar Liar (1997),Comedy
1446,1486,"Quiet Room, The (1996)",Drama
1447,1487,Selena (1997),Drama|Musical
1448,1488,"Devil's Own, The (1997)",Action|Drama|Thriller
1449,1489,Cats Don't Dance (1997),Animation|Children|Musical
1450,1490,B*A*P*S (1997),Comedy
1451,1493,Love and Other Catastrophes (1996),Romance
1452,1495,Turbo: A Power Rangers Movie (1997),Action|Adventure|Children
1453,1496,Anna Karenina (1997),Drama|Romance
1454,1497,Double Team (1997),Action
1455,1498,Inventing the Abbotts (1997),Drama|Romance
1456,1499,Anaconda (1997),Action|Adventure|Thriller
1457,1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance
1458,1501,Keys to Tulsa (1997),Crime
1459,1502,Kissed (1996),Drama|Romance
1460,1503,8 Heads in a Duffel Bag (1997),Comedy
1461,1504,Hollow Reed (1996),Drama
1462,1507,Paradise Road (1997),Drama|War
1463,1508,Traveller (1997),Drama
1464,1509,All Over Me (1997),Drama
1465,1510,"Brother's Kiss, A (1997)",Drama
1466,1511,"Chef in Love, A (Shekvarebuli kulinaris ataserti retsepti) (1997)",Comedy|Romance
1467,1513,Romy and Michele's High School Reunion (1997),Comedy
1468,1514,Temptress Moon (Feng Yue) (1996),Romance
1469,1515,Volcano (1997),Action|Drama|Thriller
1470,1516,Children of the Revolution (1996),Comedy
1471,1517,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy
1472,1518,Breakdown (1997),Action|Thriller
1473,1519,Broken English (1996),Drama
1474,1520,Commandments (1997),Romance
1475,1522,Ripe (1996),Drama
1476,1523,"Truth or Consequences, N.M. (1997)",Action|Crime|Romance
1477,1524,"Turning, The (1992)",Drama
1478,1525,Warriors of Virtue (1997),Action|Adventure|Children|Fantasy
1479,1526,Fathers' Day (1997),Comedy
1480,1527,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi
1481,1528,Intimate Relations (1996),Comedy
1482,1529,Nowhere (1997),Comedy|Drama
1483,1531,Losing Chase (1996),Drama
1484,1532,Sprung (1997),Comedy
1485,1533,"Promise, The (La promesse) (1996)",Drama
1486,1534,"Bonheur, Le (1965)",Drama
1487,1535,Love! Valour! Compassion! (1997),Drama|Romance
1488,1537,Shall We Dance? (Shall We Dansu?) (1996),Comedy|Drama|Romance
1489,1538,"Second Jungle Book: Mowgli & Baloo, The (1997)",Adventure|Children
1490,1539,Twin Town (1997),Comedy|Crime
1491,1541,Addicted to Love (1997),Comedy|Romance
1492,1542,Brassed Off (1996),Comedy|Drama|Romance
1493,1543,"Designated Mourner, The (1997)",Drama
1494,1544,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller
1495,1545,Ponette (1996),Drama
1496,1546,Schizopolis (1996),Comedy
1497,1547,Shiloh (1997),Children|Drama
1498,1548,"War at Home, The (1996)",Drama
1499,1549,Rough Magic (1995),Drama|Romance
1500,1550,Trial and Error (1997),Comedy|Romance
1501,1551,Buddy (1997),Adventure|Children|Drama
1502,1552,Con Air (1997),Action|Adventure|Thriller
1503,1553,Late Bloomers (1996),Comedy
1504,1554,"Pillow Book, The (1996)",Drama|Romance
1505,1555,"To Have, or Not (En avoir (ou pas)) (1995)",Drama
1506,1556,Speed 2: Cruise Control (1997),Action|Romance|Thriller
1507,1557,Squeeze (1997),Drama
1508,1558,Sudden Manhattan (1997),Comedy
1509,1559,"Next Step, The (1997)",Drama
1510,1561,Wedding Bell Blues (1996),Comedy
1511,1562,Batman & Robin (1997),Action|Adventure|Fantasy|Thriller
1512,1563,Dream With the Fishes (1997),Drama
1513,1564,For Roseanna (Roseanna's Grave) (1997),Comedy|Drama|Romance
1514,1565,Head Above Water (1996),Comedy|Thriller
1515,1566,Hercules (1997),Adventure|Animation|Children|Comedy|Musical
1516,1567,The Last Time I Committed Suicide (1997),Drama
1517,1568,MURDER and murder (1996),Crime|Drama|Mystery
1518,1569,My Best Friend's Wedding (1997),Comedy|Romance
1519,1570,Tetsuo II: Body Hammer (1992),Horror|Sci-Fi
1520,1571,When the Cat's Away (Chacun cherche son chat) (1996),Comedy|Romance
1521,1572,"Contempt (Mépris, Le) (1963)",Drama
1522,1573,Face/Off (1997),Action|Crime|Drama|Thriller
1523,1574,Fall (1997),Romance
1524,1575,Gabbeh (1996),Drama
1525,1577,Mondo (1996),Drama
1526,1578,"Innocent Sleep, The (1996)",Crime
1527,1579,For Ever Mozart (1996),Drama
1528,1580,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi
1529,1581,Out to Sea (1997),Comedy
1530,1582,Wild America (1997),Adventure|Children
1531,1583,"Simple Wish, A (1997)",Children|Fantasy
1532,1584,Contact (1997),Drama|Sci-Fi
1533,1585,Love Serenade (1996),Comedy
1534,1586,G.I. Jane (1997),Action|Drama
1535,1587,Conan the Barbarian (1982),Action|Adventure|Fantasy
1536,1588,George of the Jungle (1997),Children|Comedy
1537,1589,Cop Land (1997),Action|Crime|Drama|Thriller
1538,1590,Event Horizon (1997),Horror|Sci-Fi|Thriller
1539,1591,Spawn (1997),Action|Adventure|Sci-Fi|Thriller
1540,1592,Air Bud (1997),Children|Comedy
1541,1593,Picture Perfect (1997),Comedy|Romance
1542,1594,In the Company of Men (1997),Comedy|Drama
1543,1595,Free Willy 3: The Rescue (1997),Adventure|Children|Drama
1544,1596,Career Girls (1997),Drama
1545,1597,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller
1546,1598,Desperate Measures (1998),Crime|Drama|Thriller
1547,1599,Steel (1997),Action
1548,1600,She's So Lovely (1997),Drama|Romance
1549,1601,Hoodlum (1997),Crime|Drama|Film-Noir
1550,1602,Leave It to Beaver (1997),Comedy
1551,1603,Mimic (1997),Horror|Sci-Fi|Thriller
1552,1604,Money Talks (1997),Action|Comedy
1553,1605,Excess Baggage (1997),Adventure|Romance
1554,1606,Kull the Conqueror (1997),Action|Adventure
1555,1608,Air Force One (1997),Action|Thriller
1556,1609,187 (One Eight Seven) (1997),Drama|Thriller
1557,1610,"Hunt for Red October, The (1990)",Action|Adventure|Thriller
1558,1611,My Own Private Idaho (1991),Drama|Romance
1559,1612,"Kiss Me, Guido (1997)",Comedy
1560,1613,Star Maps (1997),Drama
1561,1614,In & Out (1997),Comedy
1562,1615,"Edge, The (1997)",Adventure|Drama
1563,1616,"Peacemaker, The (1997)",Action|Thriller|War
1564,1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
1565,1619,Seven Years in Tibet (1997),Adventure|Drama|War
1566,1620,Kiss the Girls (1997),Crime|Drama|Mystery|Thriller
1567,1621,Soul Food (1997),Drama
1568,1622,Kicked in the Head (1997),Comedy|Drama
1569,1623,Wishmaster (1997),Horror
1570,1624,"Thousand Acres, A (1997)",Drama
1571,1625,"Game, The (1997)",Drama|Mystery|Thriller
1572,1626,Fire Down Below (1997),Action|Drama|Thriller
1573,1627,U Turn (1997),Crime|Drama|Mystery
1574,1628,"Locusts, The (1997)",Drama
1575,1629,"MatchMaker, The (1997)",Comedy|Romance
1576,1630,"Lay of the Land, The (1997)",Comedy|Drama
1577,1631,"Assignment, The (1997)",Action|Thriller
1578,1632,"Smile Like Yours, A (1997)",Comedy|Romance
1579,1633,Ulee's Gold (1997),Drama
1580,1635,"Ice Storm, The (1997)",Drama
1581,1636,Stag (1997),Action|Thriller
1582,1639,Chasing Amy (1997),Comedy|Drama|Romance
1583,1640,How to Be a Player (1997),Comedy
1584,1641,"Full Monty, The (1997)",Comedy|Drama
1585,1642,Indian Summer (a.k.a. Alive & Kicking) (1996),Comedy|Drama
1586,1643,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",Drama|Romance
1587,1644,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller
1588,1645,The Devil's Advocate (1997),Drama|Mystery|Thriller
1589,1646,RocketMan (a.k.a. Rocket Man) (1997),Children|Comedy|Romance|Sci-Fi
1590,1647,Playing God (1997),Crime|Drama|Thriller
1591,1648,"House of Yes, The (1997)",Comedy|Drama
1592,1649,"Fast, Cheap & Out of Control (1997)",Documentary
1593,1650,Washington Square (1997),Drama
1594,1651,Telling Lies in America (1997),Drama
1595,1652,Year of the Horse (1997),Documentary
1596,1653,Gattaca (1997),Drama|Sci-Fi|Thriller
1597,1654,FairyTale: A True Story (1997),Children|Drama|Fantasy
1598,1655,Phantoms (1998),Drama|Horror|Thriller
1599,1656,Swept from the Sea (1997),Drama|Romance
1600,1657,Wonderland (1997),Comedy|Documentary
1601,1658,"Life Less Ordinary, A (1997)",Romance|Thriller
1602,1659,Hurricane Streets (1997),Drama
1603,1660,Eve's Bayou (1997),Drama
1604,1661,Switchback (1997),Crime|Mystery|Thriller
1605,1662,Gang Related (1997),Crime
1606,1663,Stripes (1981),Comedy|War
1607,1664,Nenette and Boni (Nénette et Boni) (1996),Drama
1608,1665,Bean (1997),Comedy
1609,1666,Hugo Pool (1997),Romance
1610,1667,Mad City (1997),Action|Drama
1611,1668,One Night Stand (1997),Drama
1612,1669,"Tango Lesson, The (1997)",Romance
1613,1670,Welcome to Sarajevo (1997),Drama|War
1614,1671,Deceiver (1997),Crime|Drama|Thriller
1615,1672,"Rainmaker, The (1997)",Drama
1616,1673,Boogie Nights (1997),Drama
1617,1674,Witness (1985),Drama|Romance|Thriller
1618,1675,Incognito (1997),Crime|Thriller
1619,1676,Starship Troopers (1997),Action|Sci-Fi
1620,1677,Critical Care (1997),Comedy|Drama
1621,1678,"Joy Luck Club, The (1993)",Drama|Romance
1622,1679,Chairman of the Board (1998),Comedy
1623,1680,Sliding Doors (1998),Drama|Romance
1624,1681,Mortal Kombat: Annihilation (1997),Action|Adventure|Fantasy
1625,1682,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi
1626,1683,"Wings of the Dove, The (1997)",Drama|Romance
1627,1684,Mrs. Dalloway (1997),Drama|Romance
1628,1685,"I Love You, I Love You Not (1996)",Drama|Romance
1629,1686,Red Corner (1997),Crime|Thriller
1630,1687,"Jackal, The (1997)",Action|Thriller
1631,1688,Anastasia (1997),Adventure|Animation|Children|Drama|Musical
1632,1689,"Man Who Knew Too Little, The (1997)",Comedy|Crime|Thriller
1633,1690,Alien: Resurrection (1997),Action|Horror|Sci-Fi
1634,1692,Alien Escape (1995),Horror|Sci-Fi
1635,1693,Amistad (1997),Drama|Mystery
1636,1694,"Apostle, The (1997)",Drama
1637,1695,Artemisia (1997),Drama
1638,1696,Bent (1997),Drama|War
1639,1697,Bang (1995),Crime|Drama
1640,1698,"Boys, Les (1997)",Comedy
1641,1699,"Butcher Boy, The (1997)",Comedy|Drama
1642,1701,Deconstructing Harry (1997),Comedy|Drama
1643,1702,Flubber (1997),Children|Comedy|Fantasy
1644,1703,For Richer or Poorer (1997),Comedy
1645,1704,Good Will Hunting (1997),Drama|Romance
1646,1705,Guy (1997),Drama
1647,1706,Tar (1996),Drama
1648,1707,Home Alone 3 (1997),Children|Comedy
1649,1708,Ill Gotten Gains (1997),Drama
1650,1709,Legal Deceit (1997),Thriller
1651,1710,Man of Her Dreams (a.k.a. The Fiancé) (1997),Drama
1652,1711,Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery
1653,1713,Mouse Hunt (1997),Children|Comedy
1654,1714,Never Met Picasso (1996),Romance
1655,1715,Office Killer (1997),Thriller
1656,1716,"Other Voices, Other Rooms (1995)",Drama
1657,1717,Scream 2 (1997),Comedy|Horror|Mystery|Thriller
1658,1718,Stranger in the House (1997),Thriller
1659,1719,"Sweet Hereafter, The (1997)",Drama
1660,1720,Time Tracers (1995),Action|Adventure|Sci-Fi
1661,1721,Titanic (1997),Drama|Romance
1662,1722,Tomorrow Never Dies (1997),Action|Adventure|Thriller
1663,1723,Twisted (1996),Comedy|Drama
1664,1724,Full Speed (À toute vitesse) (1996),Drama
1665,1725,"Education of Little Tree, The (1997)",Drama
1666,1726,"Postman, The (1997)",Action|Adventure|Drama|Sci-Fi
1667,1727,"Horse Whisperer, The (1998)",Drama|Romance
1668,1728,"Winter Guest, The (1997)",Drama
1669,1729,Jackie Brown (1997),Crime|Drama|Thriller
1670,1730,Kundun (1997),Drama
1671,1731,Mr. Magoo (1997),Comedy
1672,1732,"Big Lebowski, The (1998)",Comedy|Crime
1673,1733,Afterglow (1997),Drama|Romance
1674,1734,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama
1675,1735,Great Expectations (1998),Drama|Romance
1676,1738,Vermin (1998),Comedy
1677,1739,3 Ninjas: High Noon On Mega Mountain (1998),Action|Children|Comedy
1678,1740,Men of Means (1999),Action|Drama
1679,1742,Caught Up (1998),Crime
1680,1743,Arguing the World (1998),Documentary
1681,1744,Firestorm (1998),Action|Adventure|Thriller
1682,1746,Senseless (1998),Comedy
1683,1747,Wag the Dog (1997),Comedy
1684,1748,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller
1685,1749,The Leading Man (1996),Drama|Romance|Thriller
1686,1750,Star Kid (1997),Adventure|Children|Fantasy|Sci-Fi
1687,1752,Hard Rain (1998),Action|Crime|Thriller
1688,1753,Half Baked (1998),Comedy
1689,1754,Fallen (1998),Crime|Drama|Fantasy|Thriller
1690,1755,Shooting Fish (1997),Comedy|Romance
1691,1756,"Prophecy II, The (1998)",Horror
1692,1757,Fallen Angels (Duo luo tian shi) (1995),Drama|Romance
1693,1759,"Four Days in September (O Que É Isso, Companheiro?) (1997)",Drama
1694,1760,Spice World (1997),Comedy
1695,1762,Deep Rising (1998),Action|Horror|Sci-Fi
1696,1764,Tainted (1998),Comedy|Thriller
1697,1765,"Letter From Death Row, A (1998)",Crime|Drama
1698,1767,Music From Another Room (1998),Drama|Romance
1699,1768,Mother and Son (Mat i syn) (1997),Drama
1700,1769,"Replacement Killers, The (1998)",Action|Crime|Thriller
